# X Y
0,08120; 0,03196
0,08120; 0,10502
0,08120; 0,16438
0,08120; 0,24658
0,07692; 0,32877
0,07692; 0,42009
0,07265; 0,50228
0,07265; 0,59817
0,07692; 0,68950
0,08547; 0,78082
0,08974; 0,87671
0,09829; 0,95890
0,14957; 0,84475
0,18803; 0,75799
0,22222; 0,68493
0,26068; 0,59361
0,29487; 0,51598
0,33333; 0,42466
0,36752; 0,32420
0,40598; 0,24658
0,44444; 0,16895
0,46154; 0,09132
0,50000; 0,15525
0,52991; 0,24658
0,56838; 0,32420
0,61111; 0,42009
0,65385; 0,51598
0,69231; 0,60731
0,72650; 0,68493
0,77350; 0,77626
0,82479; 0,84932
0,85897; 0,94064
0,86325; 0,85388
0,85043; 0,78995
0,85470; 0,71689
0,86325; 0,63927
0,86325; 0,57534
0,86325; 0,51142
0,87179; 0,44749
0,87607; 0,36530
0,88462; 0,29680
0,88034; 0,21005
0,88034; 0,14155
0,88034; 0,06393
0,88889; 0,01826
1,17949; 0,96804
1,19658; 0,89041
1,22222; 0,78539
1,23932; 0,68037
1,26496; 0,58447
1,29060; 0,47489
1,32051; 0,37443
1,34615; 0,26941
1,38034; 0,18721
1,40598; 0,11416
1,41026; 0,02740
1,45299; 0,16895
1,48718; 0,26027
1,51282; 0,36073
1,53846; 0,46119
1,56410; 0,56621
1,59402; 0,67580
1,62821; 0,75342
1,66239; 0,84018
1,69658; 0,93151
1,71368; 0,86758
1,73504; 0,79909
1,75641; 0,68493
1,78205; 0,58447
1,80342; 0,49772
1,82906; 0,41096
1,85470; 0,32877
1,88462; 0,23288
1,92308; 0,15068
1,94444; 0,07763
1,94872; 0,02740
1,98291; 0,15068
2,00000; 0,22831
2,02564; 0,32877
2,05556; 0,41553
2,08547; 0,51598
2,10256; 0,60274
2,11538; 0,68493
2,13675; 0,75799
2,15385; 0,84018
2,17949; 0,91324
2,18803; 0,95434
2,78205; 0,57991
2,72650; 0,64384
2,64103; 0,67580
2,55983; 0,66667
2,47863; 0,66210
2,44444; 0,59817
2,43590; 0,51598
2,46154; 0,43379
2,53846; 0,39269
2,60684; 0,37443
2,68803; 0,35160
2,75214; 0,30137
2,80342; 0,24201
2,78632; 0,14155
2,71368; 0,07306
2,59829; 0,05936
2,50000; 0,08219
2,42735; 0,15068
3,70513; 0,91324
3,70940; 0,83105
3,71368; 0,72146
3,71368; 0,63927
3,70940; 0,55251
3,71368; 0,47032
3,71368; 0,38356
3,71795; 0,29224
3,71795; 0,20091
3,72650; 0,11872
3,77778; 0,06849
3,85470; 0,06393
3,83761; 0,66667
3,77350; 0,66210
3,64957; 0,66667
3,57265; 0,66667
4,32906; 0,66667
4,23504; 0,66210
4,16667; 0,61644
4,11111; 0,52511
4,10256; 0,41096
4,11111; 0,29224
4,15385; 0,17352
4,22222; 0,10959
4,33333; 0,09589
4,43162; 0,10959
4,52564; 0,15982
4,56838; 0,26027
4,58547; 0,38813
4,57265; 0,52968
4,49573; 0,62100
4,41026; 0,66667
5,64957; 0,66667
5,57265; 0,65753
5,47863; 0,58447
5,44444; 0,50228
5,42308; 0,39726
5,42735; 0,30137
5,44444; 0,21918
5,48718; 0,14612
5,54701; 0,09589
5,65385; 0,08676
5,73077; 0,09132
5,82479; 0,13242
5,87607; 0,20548
5,90171; 0,30594
5,91026; 0,40639
5,89744; 0,51142
5,84615; 0,60731
5,76068; 0,67580
5,70940; 0,68037
6,20513; 0,06393
6,20513; 0,13699
6,20085; 0,24201
6,20085; 0,32877
6,20085; 0,41553
6,20513; 0,52055
6,20513; 0,58904
6,20085; 0,68037
6,19658; 0,73059
6,26496; 0,58447
6,32479; 0,63470
6,41453; 0,68493
7,10256; 0,96347
7,09829; 0,88128
7,10684; 0,80822
7,10256; 0,71233
7,10256; 0,60274
7,10684; 0,50228
7,10684; 0,37900
7,10256; 0,25571
7,10684; 0,15525
7,10684; 0,06849
7,10684; 0,04110
7,02137; 0,14155
6,92735; 0,10502
6,84615; 0,09132
6,74786; 0,11872
6,67094; 0,18265
6,62821; 0,27397
6,61538; 0,37443
6,62393; 0,46575
6,64957; 0,55708
6,71795; 0,63470
6,80769; 0,65753
6,90171; 0,63470
6,99145; 0,56621
7,04701; 0,52055
7,86325; 0,44292
7,85470; 0,54338
7,79060; 0,63014
7,69658; 0,67123
7,58547; 0,65753
7,48291; 0,61187
7,43162; 0,50228
7,42308; 0,38813
7,59402; 0,40639
7,70940; 0,39726
7,79487; 0,42009
7,42735; 0,28311
7,44872; 0,17808
7,52991; 0,10046
7,64530; 0,07763
7,76068; 0,09589
7,83761; 0,12785
7,87179; 0,16438
8,18376; 0,05936
8,18803; 0,15982
8,17949; 0,24658
8,17949; 0,34703
8,17949; 0,42009
8,17521; 0,51598
8,16667; 0,63014
8,16667; 0,72146
8,23504; 0,58447
8,27350; 0,62100
8,33333; 0,66210
8,39744; 0,67580
